Importance,Level,Code,Occupation
77,72,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
77,70,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
77,68,47-2073.00,Operating Engineers and Other Construction Equipment Operators
77,63,53-6031.00,Automotive and Watercraft Service Attendants
76,72,51-4192.00,"Layout Workers, Metal and Plastic"
76,72,17-3024.01,Robotics Technicians
76,65,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
76,64,47-2053.00,Terrazzo Workers and Finishers
76,60,29-2031.00,Cardiovascular Technologists and Technicians
76,56,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
75,74,33-2011.01,Municipal Firefighters
75,71,49-9021.02,Refrigeration Mechanics and Installers
75,69,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
75,68,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
75,67,49-9094.00,Locksmiths and Safe Repairers
75,67,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
75,66,51-2091.00,Fiberglass Laminators and Fabricators
75,65,51-9198.00,Helpers--Production Workers
75,65,53-4012.00,Locomotive Firers
74,78,29-1021.00,"Dentists, General"
74,76,33-1021.01,Municipal Fire Fighting and Prevention Supervisors
74,76,17-2199.08,Robotics Engineers
74,74,51-4041.00,Machinists
74,67,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
74,62,51-9194.00,Etchers and Engravers
74,62,51-2092.00,Team Assemblers
74,61,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
73,80,49-9044.00,Millwrights
73,67,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
73,63,51-1011.00,First-Line Supervisors of Production and Operating Workers
73,60,47-4031.00,Fence Erectors
73,60,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
73,59,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
73,57,19-4011.02,Food Science Technicians
73,57,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
72,71,29-1126.00,Respiratory Therapists
72,69,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
72,67,49-9099.01,Geothermal Technicians
72,63,19-4031.00,Chemical Technicians
72,63,53-7063.00,Machine Feeders and Offbearers
72,59,37-3013.00,Tree Trimmers and Pruners
72,58,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
71,80,17-3029.09,Manufacturing Production Technicians
71,73,17-3024.00,Electro-Mechanical Technicians
71,70,53-7121.00,"Tank Car, Truck, and Ship Loaders"
71,69,47-2152.01,Pipe Fitters and Steamfitters
71,67,29-1151.00,Nurse Anesthetists
71,65,31-9093.00,Medical Equipment Preparers
71,65,51-4052.00,"Pourers and Casters, Metal"
71,65,47-2221.00,Structural Iron and Steel Workers
71,64,29-2011.03,Histotechnologists and Histologic Technicians
71,63,29-2099.07,Surgical Assistants
70,71,49-3011.00,Aircraft Mechanics and Service Technicians
70,68,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
70,67,51-8092.00,Gas Plant Operators
70,67,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
70,61,29-2033.00,Nuclear Medicine Technologists
70,60,31-9099.02,Endoscopy Technicians
70,56,37-3011.00,Landscaping and Groundskeeping Workers
70,55,29-2011.00,Medical and Clinical Laboratory Technologists
69,78,17-3029.11,Nanotechnology Engineering Technologists
69,74,29-1024.00,Prosthodontists
69,69,49-9063.00,Musical Instrument Repairers and Tuners
69,67,51-7031.00,"Model Makers, Wood"
69,62,47-5071.00,"Roustabouts, Oil and Gas"
69,57,47-2211.00,Sheet Metal Workers
69,54,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
69,54,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
68,68,17-3029.08,Photonics Technicians
68,66,33-2011.02,Forest Firefighters
68,64,33-1021.02,Forest Fire Fighting and Prevention Supervisors
68,63,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
68,62,49-9092.00,Commercial Divers
68,51,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
67,76,17-3029.07,Mechanical Engineering Technologists
67,71,17-2199.09,Nanosystems Engineers
67,68,49-3041.00,Farm Equipment Mechanics and Service Technicians
67,67,47-4051.00,Highway Maintenance Workers
67,66,49-2091.00,Avionics Technicians
67,62,47-3012.00,Helpers--Carpenters
67,61,49-3051.00,Motorboat Mechanics and Service Technicians
67,61,51-9122.00,"Painters, Transportation Equipment"
67,60,17-3023.03,Electrical Engineering Technicians
67,60,19-4041.02,Geological Sample Test Technicians
67,59,11-9013.02,Farm and Ranch Managers
67,59,51-9195.07,Molding and Casting Workers
67,59,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
67,59,47-4091.00,Segmental Pavers
67,59,27-4014.00,Sound Engineering Technicians
67,57,29-2032.00,Diagnostic Medical Sonographers
67,54,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
67,49,33-3041.00,Parking Enforcement Workers
66,72,51-2041.00,Structural Metal Fabricators and Fitters
66,71,49-3023.01,Automotive Master Mechanics
66,68,49-3043.00,Rail Car Repairers
66,61,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
66,59,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
66,48,51-6011.00,Laundry and Dry-Cleaning Workers
65,71,51-9081.00,Dental Laboratory Technicians
65,67,49-9064.00,Watch Repairers
65,57,45-1011.06,First-Line Supervisors of Aquacultural Workers
65,56,47-5051.00,"Rock Splitters, Quarry"
65,56,51-2093.00,Timing Device Assemblers and Adjusters
65,52,53-6011.00,Bridge and Lock Tenders
64,67,17-3023.01,Electronics Engineering Technicians
64,65,29-1071.01,Anesthesiologist Assistants
64,65,49-3023.02,Automotive Specialty Technicians
64,62,53-1011.00,Aircraft Cargo Handling Supervisors
64,60,47-2121.00,Glaziers
64,59,53-7051.00,Industrial Truck and Tractor Operators
64,58,51-3021.00,Butchers and Meat Cutters
64,57,47-4099.03,Weatherization Installers and Technicians
64,54,47-2031.01,Construction Carpenters
64,54,53-4041.00,Subway and Streetcar Operators
64,53,27-4012.00,Broadcast Technicians
64,43,49-9093.00,"Fabric Menders, Except Garment"
63,60,39-6011.00,Baggage Porters and Bellhops
63,57,51-2023.00,Electromechanical Equipment Assemblers
63,57,45-3011.00,Fishers and Related Fishing Workers
63,56,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
63,52,29-2021.00,Dental Hygienists
63,51,27-4011.00,Audio and Video Equipment Technicians
63,38,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
62,60,29-2041.00,Emergency Medical Technicians and Paramedics
62,55,51-6051.00,"Sewers, Hand"
62,51,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
62,51,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
62,47,35-9021.00,Dishwashers
61,67,47-2031.02,Rough Carpenters
61,65,29-1022.00,Oral and Maxillofacial Surgeons
61,64,39-4011.00,Embalmers
61,62,51-2022.00,Electrical and Electronic Equipment Assemblers
61,61,19-4011.01,Agricultural Technicians
61,59,29-2012.00,Medical and Clinical Laboratory Technicians
61,58,11-9199.09,Wind Energy Operations Managers
61,55,51-9082.00,Medical Appliance Technicians
61,55,51-4051.00,Metal-Refining Furnace Operators and Tenders
61,55,51-9111.00,Packaging and Filling Machine Operators and Tenders
61,55,51-9071.07,Precious Metal Workers
61,55,49-3092.00,Recreational Vehicle Service Technicians
61,51,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
61,48,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
61,41,43-9031.00,Desktop Publishers
60,66,17-3027.01,Automotive Engineering Technicians
60,59,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
60,58,19-4093.00,Forest and Conservation Technicians
60,57,47-2041.00,Carpet Installers
60,56,47-2181.00,Roofers
60,56,49-3093.00,Tire Repairers and Changers
60,55,19-2031.00,Chemists
60,55,51-9083.00,Ophthalmic Laboratory Technicians
60,54,49-3091.00,Bicycle Repairers
60,54,47-2061.00,Construction Laborers
60,54,47-1011.03,Solar Energy Installation Managers
60,51,11-9013.03,Aquacultural Managers
60,51,19-4092.00,Forensic Science Technicians
60,51,29-2056.00,Veterinary Technologists and Technicians
60,50,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
60,50,51-6031.00,Sewing Machine Operators
60,44,43-9071.00,"Office Machine Operators, Except Computer"
60,44,51-5111.00,Prepress Technicians and Workers
60,42,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
59,62,53-7064.00,"Packers and Packagers, Hand"
59,60,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
59,60,17-2112.00,Industrial Engineers
59,57,53-4031.00,Railroad Conductors and Yardmasters
59,55,51-8012.00,Power Distributors and Dispatchers
59,54,49-9097.00,Signal and Track Switch Repairers
59,52,51-2021.00,"Coil Winders, Tapers, and Finishers"
59,52,49-3052.00,Motorcycle Mechanics
59,46,19-1022.00,Microbiologists
59,46,47-2152.02,Plumbers
59,44,35-2014.00,"Cooks, Restaurant"
59,38,41-2011.00,Cashiers
58,63,17-2199.05,Mechatronics Engineers
58,62,17-3026.00,Industrial Engineering Technicians
58,61,17-3029.03,Electromechanical Engineering Technologists
58,58,47-2161.00,Plasterers and Stucco Masons
58,53,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
58,50,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
58,49,49-9052.00,Telecommunications Line Installers and Repairers
58,47,19-4099.03,Remote Sensing Technicians
57,68,29-1067.00,Surgeons
57,66,11-9013.01,Nursery and Greenhouse Managers
57,59,49-2021.01,Radio Mechanics
57,58,25-1194.00,"Vocational Education Teachers, Postsecondary"
57,57,29-2035.00,Magnetic Resonance Imaging Technologists
57,56,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
57,56,53-5021.03,"Pilots, Ship"
57,51,19-4041.01,Geophysical Data Technicians
57,51,17-3029.05,Industrial Engineering Technologists
57,43,31-9091.00,Dental Assistants
56,62,17-3029.06,Manufacturing Engineering Technologists
56,61,27-2021.00,Athletes and Sports Competitors
56,60,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
56,59,47-2021.00,Brickmasons and Blockmasons
56,57,17-2199.04,Manufacturing Engineers
56,56,17-3029.01,Non-Destructive Testing Specialists
56,55,51-9071.01,Jewelers
56,50,29-2099.01,Neurodiagnostic Technologists
56,48,47-2231.00,Solar Photovoltaic Installers
55,60,19-1021.00,Biochemists and Biophysicists
55,55,51-6093.00,Upholsterers
55,51,47-2111.00,Electricians
55,50,29-2055.00,Surgical Technologists
55,34,45-2092.02,"Farmworkers and Laborers, Crop"
54,60,17-3027.00,Mechanical Engineering Technicians
54,60,49-9062.00,Medical Equipment Repairers
54,57,47-2044.00,Tile and Marble Setters
54,55,51-4121.07,Solderers and Brazers
54,53,11-3051.03,Biofuels Production Managers
54,53,49-9071.00,"Maintenance and Repair Workers, General"
54,53,27-2012.05,Technical Directors/Managers
54,51,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
54,51,47-4041.00,Hazardous Materials Removal Workers
54,50,33-2021.02,Fire Investigators
54,49,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
54,48,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
54,46,51-9031.00,"Cutters and Trimmers, Hand"
53,65,19-2032.00,Materials Scientists
53,61,29-1069.10,Radiologists
53,56,17-1022.00,Surveyors
53,54,11-3051.00,Industrial Production Managers
53,53,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
53,52,15-1142.00,Network and Computer Systems Administrators
53,51,45-4011.00,Forest and Conservation Workers
53,49,41-2022.00,Parts Salespersons
53,47,33-2022.00,Forest Fire Inspectors and Prevention Specialists
53,47,33-9093.00,Transportation Security Screeners
53,45,49-9011.00,Mechanical Door Repairers
53,44,53-6041.00,Traffic Technicians
52,63,17-2199.07,Photonics Engineers
52,56,29-1141.01,Acute Care Nurses
52,56,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
52,55,27-1012.00,Craft Artists
52,55,11-3051.06,Hydroelectric Production Managers
52,54,29-1069.08,Physical Medicine and Rehabilitation Physicians
52,53,17-3029.02,Electrical Engineering Technologists
52,53,49-9096.00,Riggers
52,52,53-7033.00,"Loading Machine Operators, Underground Mining"
52,52,29-2091.00,Orthotists and Prosthetists
52,47,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
52,45,53-3021.00,"Bus Drivers, Transit and Intercity"
52,45,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
52,44,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
52,41,19-4021.00,Biological Technicians
52,40,43-5081.01,"Stock Clerks, Sales Floor"
52,34,35-2012.00,"Cooks, Institution and Cafeteria"
51,58,17-2131.00,Materials Engineers
51,53,49-3021.00,Automotive Body and Related Repairers
51,49,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
51,47,17-3021.00,Aerospace Engineering and Operations Technicians
51,44,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
51,44,27-3011.00,Radio and Television Announcers
51,42,17-3031.01,Surveying Technicians
51,39,39-3092.00,Costume Attendants
50,53,39-4021.00,Funeral Attendants
50,52,47-2171.00,Reinforcing Iron and Rebar Workers
50,49,29-1141.03,Critical Care Nurses
50,45,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
50,45,45-4023.00,Log Graders and Scalers
50,45,31-9097.00,Phlebotomists
50,41,51-3023.00,Slaughterers and Meat Packers
50,40,47-2141.00,"Painters, Construction and Maintenance"
49,55,47-3016.00,Helpers--Roofers
49,55,17-2199.06,Microsystems Engineers
49,54,51-9071.06,Gem and Diamond Workers
49,52,19-1029.02,Molecular and Cellular Biologists
49,50,33-3031.00,Fish and Game Wardens
49,49,25-4013.00,Museum Technicians and Conservators
49,49,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
49,48,35-2021.00,Food Preparation Workers
49,47,47-4099.02,Solar Thermal Installers and Technicians
49,40,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
49,36,41-2031.00,Retail Salespersons
48,57,17-2199.01,Biochemical Engineers
48,54,17-3029.04,Electronics Engineering Technologists
48,44,19-4099.01,Quality Control Analysts
48,43,39-5011.00,Barbers
48,41,53-5022.00,Motorboat Operators
48,40,11-3011.00,Administrative Services Managers
48,39,27-1014.00,Multimedia Artists and Animators
48,38,31-1015.00,Orderlies
47,57,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
47,57,17-2072.00,"Electronics Engineers, Except Computer"
47,51,17-2199.02,Validation Engineers
47,50,29-1011.00,Chiropractors
47,50,29-1131.00,Veterinarians
47,46,51-7021.00,Furniture Finishers
47,45,33-3021.05,Immigration and Customs Inspectors
47,44,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
47,44,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
47,44,43-3071.00,Tellers
47,43,29-1128.00,Exercise Physiologists
47,41,13-1199.01,Energy Auditors
47,38,37-2012.00,Maids and Housekeeping Cleaners
47,36,35-3031.00,Waiters and Waitresses
47,30,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
46,48,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
46,47,19-1032.00,Foresters
46,44,53-3033.00,Light Truck or Delivery Services Drivers
46,43,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
46,43,29-2099.05,Ophthalmic Medical Technologists
46,42,53-3031.00,Driver/Sales Workers
46,42,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
46,41,35-1011.00,Chefs and Head Cooks
46,35,25-2023.00,"Career/Technical Education Teachers, Middle School"
46,34,45-2041.00,"Graders and Sorters, Agricultural Products"
46,34,53-6021.00,Parking Lot Attendants
46,33,35-3041.00,"Food Servers, Nonrestaurant"
45,50,19-4099.02,Precision Agriculture Technicians
45,48,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
45,47,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
45,46,17-1022.01,Geodetic Surveyors
45,43,25-2032.00,"Career/Technical Education Teachers, Secondary School"
45,42,23-2091.00,Court Reporters
45,42,31-2011.00,Occupational Therapy Assistants
45,42,31-9095.00,Pharmacy Aides
45,33,43-5081.04,"Order Fillers, Wholesale and Retail Sales"
45,32,35-2015.00,"Cooks, Short Order"
45,32,49-2098.00,Security and Fire Alarm Systems Installers
44,47,29-1081.00,Podiatrists
44,46,53-2022.00,Airfield Operations Specialists
44,46,27-1021.00,Commercial and Industrial Designers
44,45,19-4051.02,Nuclear Monitoring Technicians
44,43,53-6051.01,Aviation Inspectors
44,42,17-2121.01,Marine Engineers
44,42,11-3051.01,Quality Control Systems Managers
44,40,47-2082.00,Tapers
44,36,53-7061.00,Cleaners of Vehicles and Equipment
44,36,37-2021.00,Pest Control Workers
44,35,51-6041.00,Shoe and Leather Workers and Repairers
44,34,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
43,50,17-2161.00,Nuclear Engineers
43,48,19-1012.00,Food Scientists and Technologists
43,45,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
43,44,13-1121.00,"Meeting, Convention, and Event Planners"
43,44,47-2022.00,Stonemasons
43,43,43-5061.00,"Production, Planning, and Expediting Clerks"
43,43,19-1031.02,Range Managers
43,42,17-3025.00,Environmental Engineering Technicians
43,41,25-1031.00,"Architecture Teachers, Postsecondary"
43,41,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
43,41,17-2072.01,Radio Frequency Identification Device Specialists
43,40,29-1041.00,Optometrists
43,39,29-1181.00,Audiologists
43,36,53-3041.00,Taxi Drivers and Chauffeurs
43,35,43-5081.02,Marking Clerks
43,30,11-9051.00,Food Service Managers
42,47,29-1069.12,Urologists
42,45,25-1071.00,"Health Specialties Teachers, Postsecondary"
42,42,43-5021.00,Couriers and Messengers
42,42,47-3013.00,Helpers--Electricians
42,41,29-1023.00,Orthodontists
42,40,49-3022.00,Automotive Glass Installers and Repairers
42,40,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
42,38,29-2061.00,Licensed Practical and Licensed Vocational Nurses
42,38,31-2022.00,Physical Therapist Aides
42,36,17-3031.02,Mapping Technicians
42,36,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
42,35,11-1021.00,General and Operations Managers
42,34,41-2012.00,Gaming Change Persons and Booth Cashiers
42,31,41-2021.00,Counter and Rental Clerks
42,25,21-1094.00,Community Health Workers
41,43,29-1141.04,Clinical Nurse Specialists
41,41,29-9091.00,Athletic Trainers
41,41,47-2132.00,"Insulation Workers, Mechanical"
41,41,29-9099.01,Midwives
41,41,33-3051.01,Police Patrol Officers
41,39,29-2052.00,Pharmacy Technicians
41,39,11-3071.02,Storage and Distribution Managers
41,36,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
41,35,29-2051.00,Dietetic Technicians
41,34,31-9092.00,Medical Assistants
41,27,31-2021.00,Physical Therapist Assistants
40,45,19-1020.01,Biologists
40,45,19-1013.00,Soil and Plant Scientists
40,44,29-1064.00,Obstetricians and Gynecologists
40,36,11-9131.00,Postmasters and Mail Superintendents
40,36,17-2199.10,Wind Energy Engineers
40,35,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
40,34,17-3012.01,Electronic Drafters
40,32,51-6092.00,Fabric and Apparel Patternmakers
40,28,27-1026.00,Merchandise Displayers and Window Trimmers
40,26,41-9011.00,Demonstrators and Product Promoters
40,26,43-4031.03,License Clerks
39,46,29-9011.00,Occupational Health and Safety Specialists
39,44,47-2081.00,Drywall and Ceiling Tile Installers
39,44,17-2141.00,Mechanical Engineers
39,43,25-1032.00,"Engineering Teachers, Postsecondary"
39,43,17-2141.01,Fuel Cell Engineers
39,43,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
39,42,51-3011.00,Bakers
39,40,29-1069.11,Sports Medicine Physicians
39,39,29-2011.02,Cytotechnologists
39,38,43-5041.00,"Meter Readers, Utilities"
39,38,33-3021.02,Police Identification and Records Officers
39,35,53-1021.01,Recycling Coordinators
39,34,29-2081.00,"Opticians, Dispensing"
39,33,43-5051.00,Postal Service Clerks
39,31,39-5094.00,Skincare Specialists
39,28,39-1021.01,Spa Managers
39,22,45-2021.00,Animal Breeders
38,48,25-1054.00,"Physics Teachers, Postsecondary"
38,40,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
38,38,27-2012.03,Program Directors
38,37,17-2041.00,Chemical Engineers
38,35,15-1151.00,Computer User Support Specialists
38,35,11-9081.00,Lodging Managers
38,34,39-1012.00,Slot Supervisors
