Importance,Level,Code,Occupation
81,47,53-7071.00,Gas Compressor and Gas Pumping Station Operators
80,63,47-5023.00,"Earth Drillers, Except Oil and Gas"
80,58,49-3041.00,Farm Equipment Mechanics and Service Technicians
80,54,49-3023.00,Automotive Service Technicians and Mechanics
80,50,43-5052.00,Postal Service Mail Carriers
80,49,11-9199.09,Wind Energy Operations Managers
80,47,49-9011.00,Mechanical Door Repairers
80,46,33-9011.00,Animal Control Workers
80,46,49-9052.00,Telecommunications Line Installers and Repairers
80,45,37-2021.00,Pest Control Workers
79,67,47-5041.00,Continuous Mining Machine Operators
79,61,53-7121.00,"Tank Car, Truck, and Ship Loaders"
79,52,49-9071.00,"Maintenance and Repair Workers, General"
79,46,33-3052.00,Transit and Railroad Police
78,75,53-7041.00,Hoist and Winch Operators
78,57,53-7073.00,Wellhead Pumpers
78,54,49-3051.00,Motorboat Mechanics and Service Technicians
78,46,49-9031.00,Home Appliance Repairers
78,43,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
77,59,51-8013.04,Hydroelectric Plant Technicians
77,54,47-2061.00,Construction Laborers
77,53,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
77,52,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
77,46,49-3093.00,Tire Repairers and Changers
76,67,47-4051.00,Highway Maintenance Workers
76,65,47-5012.00,"Rotary Drill Operators, Oil and Gas"
76,63,49-3011.00,Aircraft Mechanics and Service Technicians
76,57,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
76,56,45-4011.00,Forest and Conservation Workers
76,44,43-5041.00,"Meter Readers, Utilities"
75,60,49-9044.00,Millwrights
75,57,39-4021.00,Funeral Attendants
75,56,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
75,52,33-1012.00,First-Line Supervisors of Police and Detectives
75,48,17-3027.01,Automotive Engineering Technicians
75,48,19-1031.02,Range Managers
75,44,43-5021.00,Couriers and Messengers
75,44,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
75,42,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
75,40,51-9191.00,Adhesive Bonding Machine Operators and Tenders
74,69,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
74,55,51-8099.01,Biofuels Processing Technicians
74,54,49-3043.00,Rail Car Repairers
74,53,53-1041.00,Aircraft Cargo Handling Supervisors
73,57,47-2221.00,Structural Iron and Steel Workers
73,56,49-9092.00,Commercial Divers
73,56,47-3012.00,Helpers--Carpenters
73,55,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
73,54,49-3021.00,Automotive Body and Related Repairers
73,52,51-5112.00,Printing Press Operators
73,51,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
73,43,33-3021.00,Detectives and Criminal Investigators
73,41,49-9094.00,Locksmiths and Safe Repairers
72,59,53-5011.00,Sailors and Marine Oilers
72,56,53-6031.00,Automotive and Watercraft Service Attendants
72,54,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
72,44,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
71,59,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
71,54,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
71,48,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
71,45,49-9041.00,Industrial Machinery Mechanics
71,39,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
70,59,53-5031.00,Ship Engineers
70,55,47-2031.00,Carpenters
70,53,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
70,47,47-4021.00,Elevator and Escalator Installers and Repairers
70,47,47-4099.03,Weatherization Installers and Technicians
70,43,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
70,30,13-1032.00,"Insurance Appraisers, Auto Damage"
69,61,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
69,58,53-7011.00,Conveyor Operators and Tenders
69,54,45-4021.00,Fallers
69,53,47-2021.00,Brickmasons and Blockmasons
69,52,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
69,46,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
69,46,51-4052.00,"Pourers and Casters, Metal"
69,43,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
69,40,19-1032.00,Foresters
68,60,47-5013.00,"Service Unit Operators, Oil and Gas"
68,44,51-9011.00,Chemical Equipment Operators and Tenders
68,41,19-4092.00,Forensic Science Technicians
68,41,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
68,38,47-2142.00,Paperhangers
68,37,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
68,35,41-9022.00,Real Estate Sales Agents
67,55,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
67,54,51-8013.03,Biomass Plant Technicians
67,52,53-6051.01,Aviation Inspectors
67,51,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
67,51,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
67,48,47-3016.00,Helpers--Roofers
67,45,41-2022.00,Parts Salespersons
67,44,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
67,43,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
66,55,53-7062.04,Recycling and Reclamation Workers
66,52,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
66,51,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
66,48,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
66,46,47-4031.00,Fence Erectors
66,45,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
66,41,39-4011.00,Embalmers
65,56,47-2051.00,Cement Masons and Concrete Finishers
65,55,47-2181.00,Roofers
65,53,47-2211.00,Sheet Metal Workers
65,49,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
65,48,49-3092.00,Recreational Vehicle Service Technicians
65,47,45-4023.00,Log Graders and Scalers
65,43,49-2098.00,Security and Fire Alarm Systems Installers
64,51,49-9097.00,Signal and Track Switch Repairers
64,45,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
64,44,33-2021.00,Fire Inspectors and Investigators
63,53,47-5011.00,"Derrick Operators, Oil and Gas"
63,49,47-2111.00,Electricians
63,49,51-2041.00,Structural Metal Fabricators and Fitters
63,48,47-2231.00,Solar Photovoltaic Installers
63,47,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
63,45,47-2121.00,Glaziers
63,42,13-1074.00,Farm Labor Contractors
62,47,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
62,42,47-2141.00,"Painters, Construction and Maintenance"
62,41,33-9021.00,Private Detectives and Investigators
62,41,47-2053.00,Terrazzo Workers and Finishers
62,40,53-6041.00,Traffic Technicians
62,39,47-2043.00,Floor Sanders and Finishers
61,48,47-2041.00,Carpet Installers
61,47,17-1022.00,Surveyors
61,45,47-2161.00,Plasterers and Stucco Masons
61,43,47-5071.00,"Roustabouts, Oil and Gas"
61,40,41-2021.00,Counter and Rental Clerks
61,37,51-9197.00,Tire Builders
61,33,19-1031.00,Conservation Scientists
61,27,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
60,51,51-4192.00,"Layout Workers, Metal and Plastic"
60,47,49-9043.00,"Maintenance Workers, Machinery"
60,45,47-5051.00,"Rock Splitters, Quarry"
60,42,19-4012.00,Agricultural Technicians
60,42,33-3021.02,Police Identification and Records Officers
60,37,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
60,28,13-1041.01,Environmental Compliance Inspectors
59,51,19-4012.01,Precision Agriculture Technicians
59,48,45-3031.00,Fishing and Hunting Workers
59,42,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
59,40,37-3011.00,Landscaping and Groundskeeping Workers
59,37,45-2011.00,Agricultural Inspectors
59,34,53-7061.00,Cleaners of Vehicles and Equipment
58,49,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
58,43,33-3011.00,Bailiffs
58,42,33-3051.04,Customs and Border Protection Officers
58,42,51-9111.00,Packaging and Filling Machine Operators and Tenders
57,46,51-4051.00,Metal-Refining Furnace Operators and Tenders
57,45,51-8021.00,Stationary Engineers and Boiler Operators
57,43,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
57,41,49-3022.00,Automotive Glass Installers and Repairers
57,40,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
57,37,47-4011.00,Construction and Building Inspectors
57,37,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
57,36,51-3092.00,Food Batchmakers
57,30,51-4071.00,Foundry Mold and Coremakers
57,30,53-6021.00,Parking Attendants
56,50,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
56,47,47-2022.00,Stonemasons
56,45,43-5011.00,Cargo and Freight Agents
56,41,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
56,39,13-1041.04,Government Property Inspectors and Investigators
56,39,53-1042.01,Recycling Coordinators
56,33,17-3027.00,Mechanical Engineering Technologists and Technicians
55,43,51-8013.00,Power Plant Operators
55,41,53-7031.00,Dredge Operators
55,41,19-1023.00,Zoologists and Wildlife Biologists
55,39,13-1041.06,Coroners
55,36,11-9171.00,Funeral Home Managers
54,52,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
54,42,47-3013.00,Helpers--Electricians
54,41,47-2082.00,Tapers
54,34,19-1029.04,Biologists
53,46,47-4041.00,Hazardous Materials Removal Workers
53,44,51-7032.00,"Patternmakers, Wood"
53,41,47-1011.03,Solar Energy Installation Managers
53,40,51-9161.00,Computer Numerically Controlled Tool Operators
53,39,51-9198.00,Helpers--Production Workers
53,39,29-1124.00,Radiation Therapists
53,38,51-2031.00,Engine and Other Machine Assemblers
53,38,17-3025.00,Environmental Engineering Technologists and Technicians
53,31,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
52,45,51-8031.00,Water and Wastewater Treatment Plant and System Operators
52,43,33-1011.00,First-Line Supervisors of Correctional Officers
52,41,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
52,40,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
52,40,19-4051.00,Nuclear Technicians
51,45,51-8092.00,Gas Plant Operators
51,42,51-8012.00,Power Distributors and Dispatchers
51,35,25-9021.00,Farm and Home Management Educators
51,28,29-2051.00,Dietetic Technicians
50,48,47-2171.00,Reinforcing Iron and Rebar Workers
50,40,11-3051.02,Geothermal Production Managers
50,40,49-9096.00,Riggers
50,37,19-1013.00,Soil and Plant Scientists
50,35,51-1011.00,First-Line Supervisors of Production and Operating Workers
50,32,33-9032.00,Security Guards
50,25,13-1041.00,Compliance Officers
49,45,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
49,41,53-6011.00,Bridge and Lock Tenders
49,40,49-2091.00,Avionics Technicians
49,40,33-3012.00,Correctional Officers and Jailers
49,40,47-2132.00,"Insulation Workers, Mechanical"
49,35,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
49,33,19-4013.00,Food Science Technicians
49,32,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
48,46,27-2021.00,Athletes and Sports Competitors
48,42,17-2141.02,Automotive Engineers
48,38,11-3051.04,Biomass Power Plant Managers
48,36,53-6051.00,Transportation Inspectors
48,34,47-2152.04,Solar Thermal Installers and Technicians
48,33,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
48,25,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
47,42,47-2044.00,Tile and Stone Setters
47,38,17-3024.01,Robotics Technicians
47,37,51-2051.00,Fiberglass Laminators and Fabricators
47,35,51-9022.00,"Grinding and Polishing Workers, Hand"
47,34,51-2061.00,Timing Device Assemblers and Adjusters
47,31,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
47,29,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
46,38,51-7011.00,Cabinetmakers and Bench Carpenters
46,37,31-9092.00,Medical Assistants
46,35,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
46,30,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
46,Not available,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
45,50,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
45,41,17-2021.00,Agricultural Engineers
45,41,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
45,40,21-1092.00,Probation Officers and Correctional Treatment Specialists
45,38,19-1011.00,Animal Scientists
45,38,11-9161.00,Emergency Management Directors
45,37,27-4012.00,Broadcast Technicians
45,33,11-3051.00,Industrial Production Managers
45,33,51-4041.00,Machinists
45,31,49-2097.00,Audiovisual Equipment Installers and Repairers
45,30,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
45,29,51-4061.00,"Model Makers, Metal and Plastic"
45,28,17-3022.00,Civil Engineering Technologists and Technicians
44,41,17-1022.01,Geodetic Surveyors
44,38,17-3026.00,Industrial Engineering Technologists and Technicians
44,38,53-4031.00,Railroad Conductors and Yardmasters
44,35,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
44,35,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
44,31,51-5113.00,Print Binding and Finishing Workers
44,25,39-9011.01,Nannies
43,38,35-1011.00,Chefs and Head Cooks
43,35,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
43,35,27-2012.03,Media Programming Directors
43,33,51-9195.05,"Potters, Manufacturing"
43,32,51-9194.00,Etchers and Engravers
43,30,31-2012.00,Occupational Therapy Aides
43,29,51-7031.00,"Model Makers, Wood"
43,28,31-1121.00,Home Health Aides
43,25,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
42,41,29-1241.00,"Ophthalmologists, Except Pediatric"
42,40,11-3051.06,Hydroelectric Production Managers
42,39,11-3071.00,"Transportation, Storage, and Distribution Managers"
42,34,19-1031.03,Park Naturalists
42,32,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
42,31,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
42,30,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
42,28,47-4011.01,Energy Auditors
42,28,51-9141.00,Semiconductor Processing Technicians
42,20,21-1094.00,Community Health Workers
41,36,33-9099.02,Retail Loss Prevention Specialists
41,35,51-4111.00,Tool and Die Makers
41,34,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
41,34,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
41,33,19-2041.02,Environmental Restoration Planners
41,33,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
41,30,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
41,29,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
41,27,51-4062.00,"Patternmakers, Metal and Plastic"
41,24,13-2023.00,Appraisers and Assessors of Real Estate
41,24,11-9199.02,Compliance Managers
41,21,21-1021.00,"Child, Family, and School Social Workers"
40,31,11-9121.00,Natural Sciences Managers
40,31,51-6093.00,Upholsterers
40,30,17-3029.01,Non-Destructive Testing Specialists
40,29,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
40,27,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
39,36,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
39,32,47-2081.00,Drywall and Ceiling Tile Installers
39,30,35-9021.00,Dishwashers
39,28,11-3012.00,Administrative Services Managers
39,26,39-2011.00,Animal Trainers
38,37,31-9093.00,Medical Equipment Preparers
38,32,53-7064.00,"Packers and Packagers, Hand"
38,31,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
38,29,51-3021.00,Butchers and Meat Cutters
38,29,31-1133.00,Psychiatric Aides
38,27,11-9081.00,Lodging Managers
38,26,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
38,25,17-3031.00,Surveying and Mapping Technicians
38,24,41-3011.00,Advertising Sales Agents
37,39,29-1229.06,Sports Medicine Physicians
37,34,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
37,32,19-4031.00,Chemical Technicians
37,32,19-5012.00,Occupational Health and Safety Technicians
37,29,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
37,29,25-2032.00,"Career/Technical Education Teachers, Secondary School"
37,26,45-2041.00,"Graders and Sorters, Agricultural Products"
37,26,39-9032.00,Recreation Workers
37,26,53-7065.00,Stockers and Order Fillers
36,34,17-2081.00,Environmental Engineers
36,33,31-9095.00,Pharmacy Aides
36,33,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
36,32,29-1126.00,Respiratory Therapists
36,30,51-3093.00,Food Cooking Machine Operators and Tenders
36,30,29-2053.00,Psychiatric Technicians
36,29,49-9062.00,Medical Equipment Repairers
36,28,29-2031.00,Cardiovascular Technologists and Technicians
36,24,19-2041.00,"Environmental Scientists and Specialists, Including Health"
36,23,45-2021.00,Animal Breeders
35,34,11-9021.00,Construction Managers
35,30,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
35,29,11-1021.00,General and Operations Managers
35,28,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
35,27,51-8091.00,Chemical Plant and System Operators
35,27,31-9099.02,Endoscopy Technicians
35,26,35-2015.00,"Cooks, Short Order"
35,25,29-9093.00,Surgical Assistants
35,24,49-9063.00,Musical Instrument Repairers and Tuners
35,23,27-4011.00,Audio and Video Technicians
35,23,13-1131.00,Fundraisers
35,19,31-1122.00,Personal Care Aides
35,18,39-2021.00,Animal Caretakers
35,Not available,49-3091.00,Bicycle Repairers
34,34,13-1121.00,"Meeting, Convention, and Event Planners"
34,29,19-2043.00,Hydrologists
34,29,29-1151.00,Nurse Anesthetists
34,29,29-1125.00,Recreational Therapists
34,27,51-9031.00,"Cutters and Trimmers, Hand"
34,27,53-7063.00,Machine Feeders and Offbearers
34,25,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
34,24,21-1015.00,Rehabilitation Counselors
34,21,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
34,Not available,19-1042.00,"Medical Scientists, Except Epidemiologists"
33,39,29-1229.03,Urologists
33,33,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
33,33,17-2199.08,Robotics Engineers
33,30,11-9131.00,Postmasters and Mail Superintendents
33,29,19-4051.02,Nuclear Monitoring Technicians
33,28,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
33,28,43-5061.00,"Production, Planning, and Expediting Clerks"
33,27,17-2121.00,Marine Engineers and Naval Architects
33,25,29-2034.00,Radiologic Technologists and Technicians
33,23,11-9199.10,Wind Energy Development Managers
33,22,51-6031.00,Sewing Machine Operators
33,19,31-9097.00,Phlebotomists
32,31,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
32,27,17-2051.01,Transportation Engineers
32,26,41-9031.00,Sales Engineers
32,26,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
32,25,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
32,25,27-2012.05,Media Technical Directors/Managers
32,23,31-1131.00,Nursing Assistants
32,23,41-9021.00,Real Estate Brokers
32,22,29-2032.00,Diagnostic Medical Sonographers
32,21,27-2022.00,Coaches and Scouts
31,33,39-9041.00,Residential Advisors
31,29,17-2112.00,Industrial Engineers
31,27,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
31,27,11-9199.08,Loss Prevention Managers
31,27,43-5051.00,Postal Service Clerks
31,26,51-7021.00,Furniture Finishers
31,25,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
31,24,27-1012.00,Craft Artists
31,24,21-1091.00,Health Education Specialists
31,23,35-2014.00,"Cooks, Restaurant"
31,22,29-2033.00,Nuclear Medicine Technologists
31,22,53-6061.00,Passenger Attendants
31,19,21-2011.00,Clergy
31,18,29-1141.00,Registered Nurses
30,32,11-3051.03,Biofuels Production Managers
30,30,51-8011.00,Nuclear Power Reactor Operators
30,29,29-1211.00,Anesthesiologists
30,28,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
30,27,15-1241.01,Telecommunications Engineering Specialists
30,25,27-1021.00,Commercial and Industrial Designers
30,25,17-2199.10,Wind Energy Engineers
30,23,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
30,23,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
30,18,11-9151.00,Social and Community Service Managers
30,14,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
30,Not available,31-9091.00,Dental Assistants
30,Not available,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
29,31,31-2021.00,Physical Therapist Assistants
29,30,17-2199.05,Mechatronics Engineers
29,29,27-4031.00,"Camera Operators, Television, Video, and Film"
29,29,19-5011.00,Occupational Health and Safety Specialists
29,27,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
29,25,19-1021.00,Biochemists and Biophysicists
29,24,51-2023.00,Electromechanical Equipment Assemblers
29,24,29-2055.00,Surgical Technologists
29,24,17-2051.02,Water/Wastewater Engineers
29,23,51-2092.00,Team Assemblers
29,21,17-2111.02,Fire-Prevention and Protection Engineers
29,20,27-3023.00,"News Analysts, Reporters, and Journalists"
29,19,19-2031.00,Chemists
29,19,25-4013.00,Museum Technicians and Conservators
29,17,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
29,17,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
29,Not available,39-7012.00,Travel Guides
28,29,29-1024.00,Prosthodontists
28,26,51-2022.00,Electrical and Electronic Equipment Assemblers
28,26,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
28,25,17-3029.08,Photonics Technicians
28,24,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
28,23,41-4011.07,Solar Sales Representatives and Assessors
28,22,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
28,22,11-3071.04,Supply Chain Managers
28,19,11-9141.00,"Property, Real Estate, and Community Association Managers"
28,18,35-2013.00,"Cooks, Private Household"
28,18,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
28,18,21-1022.00,Healthcare Social Workers
28,17,27-3092.00,Court Reporters and Simultaneous Captioners
28,15,39-1022.00,First-Line Supervisors of Personal Service Workers
27,30,35-2021.00,Food Preparation Workers
27,26,17-2112.03,Manufacturing Engineers
27,26,29-9099.01,Midwives
27,25,17-2199.09,Nanosystems Engineers
27,24,17-1012.00,Landscape Architects
27,23,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
27,22,27-4014.00,Sound Engineering Technicians
27,20,51-9081.00,Dental Laboratory Technicians
27,20,11-2022.00,Sales Managers
27,17,29-2056.00,Veterinary Technologists and Technicians
26,29,43-4111.00,"Interviewers, Except Eligibility and Loan"
26,27,27-4021.00,Photographers
26,24,25-4012.00,Curators
26,24,51-6011.00,Laundry and Dry-Cleaning Workers
26,23,49-9064.00,Watch and Clock Repairers
26,22,11-3051.01,Quality Control Systems Managers
26,19,29-1229.04,Physical Medicine and Rehabilitation Physicians
26,18,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
26,18,29-2091.00,Orthotists and Prosthetists
26,17,33-9091.00,Crossing Guards and Flaggers
26,15,21-1023.00,Mental Health and Substance Abuse Social Workers
25,27,51-9162.00,Computer Numerically Controlled Tool Programmers
25,27,29-1222.00,"Physicians, Pathologists"
25,25,29-2052.00,Pharmacy Technicians
25,24,19-3091.00,Anthropologists and Archeologists
25,24,17-1021.00,Cartographers and Photogrammetrists
25,24,17-2071.00,Electrical Engineers
25,23,17-2011.00,Aerospace Engineers
25,23,29-1071.01,Anesthesiologist Assistants
25,22,41-3021.00,Insurance Sales Agents
25,21,29-1141.01,Acute Care Nurses
25,21,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
25,20,43-4071.00,File Clerks
25,20,29-2092.00,Hearing Aid Specialists
25,18,29-1291.00,Acupuncturists
25,18,13-1075.00,Labor Relations Specialists
25,15,19-4021.00,Biological Technicians
24,23,35-2012.00,"Cooks, Institution and Cafeteria"
24,21,13-2099.04,"Fraud Examiners, Investigators and Analysts"
24,21,17-3013.00,Mechanical Drafters
24,20,21-1093.00,Social and Human Service Assistants
